,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP
260,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-10,6.03
261,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-11,1.46
262,USC00153714,"HAZARD WATER WKS, KY US",37.2471,-83.1817,268.2,2017-12,3.05
263,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-01,6.56
264,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-02,5.77
265,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-03,9.8
266,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-04,2.65
267,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-05,2.84
268,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-06,4.23
269,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-07,1.47
270,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-08,1.59
271,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-09,3.32
272,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-10,5.06
273,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-11,3.96
274,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2007-12,9.35
275,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-01,5.57
276,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-02,5.39
277,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-03,5.58
278,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-04,4.79
279,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-05,3.38
280,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-06,2.94
281,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-07,1.62
282,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-08,4.11
283,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-09,1.9
284,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-10,3.48
285,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-11,10.65
286,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2008-12,7.19
287,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2009-01,8.07
288,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2009-02,2.08
289,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2009-03,7.28
290,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2009-04,5.15
291,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2009-07,0.0
292,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2009-08,1.53
293,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2009-09,2.54
294,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2009-10,7.55
295,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2009-11,10.19
296,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2009-12,3.46
297,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-01,8.68
298,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-02,3.71
299,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-03,6.19
300,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-04,5.91
301,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-05,8.11
302,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-06,6.12
303,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-07,0.83
304,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-08,1.67
305,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-09,4.65
306,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-10,6.2
307,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-11,9.0
308,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2010-12,8.81
309,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-01,10.64
310,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-02,4.69
311,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-03,9.19
312,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-04,7.94
313,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-05,6.72
314,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-06,4.33
315,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-07,1.28
316,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-08,0.64
317,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-09,2.0
318,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-10,6.81
319,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-11,7.2
320,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2011-12,3.63
321,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-01,9.53
322,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-02,6.21
323,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-03,9.07
324,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-04,6.38
325,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-05,4.16
326,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-06,5.85
327,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-07,1.22
328,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-09,0.35
329,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-10,8.35
330,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-11,7.82
331,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2012-12,8.73
332,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-01,6.51
333,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-02,2.92
334,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-03,3.43
335,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-04,10.65
336,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-05,3.8
337,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-06,2.09
338,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-07,0.06
339,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-08,1.8
340,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-09,8.38
341,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-10,2.38
342,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-11,5.8
343,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2013-12,5.04
344,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-01,6.07
345,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-02,7.7
346,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-03,12.41
347,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-04,7.35
348,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-05,4.94
349,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-06,3.25
350,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-07,1.53
351,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-08,3.75
352,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-09,3.56
353,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-10,7.9
354,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-11,7.78
355,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2014-12,6.15
356,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-01,6.51
357,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-02,6.5
358,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-03,5.85
359,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-04,3.04
360,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-05,0.98
361,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-06,0.48
362,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-07,0.41
363,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-08,2.38
364,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-09,2.65
365,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-10,6.85
366,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-11,11.44
367,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2015-12,14.53
368,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-01,8.0
369,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-02,7.56
370,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-03,6.7
371,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-04,2.09
372,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-05,3.08
373,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-06,3.94
374,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-07,1.67
375,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-08,0.88
376,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-09,2.39
377,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-10,11.77
378,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-11,8.11
379,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2016-12,10.76
380,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-01,3.46
381,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-02,10.4
382,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-03,11.46
383,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-04,5.62
384,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-05,5.22
385,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-06,2.66
386,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-07,0.07
387,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-08,0.39
388,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-09,2.43
389,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-10,8.16
390,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-11,10.77
391,USC00454486,"LANDSBURG, WA US",47.3766,-121.9613,163.1,2017-12,7.59
392,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-01,0.83
393,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-02,2.62
394,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-03,0.2
395,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-04,0.79
396,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-05,0.09
397,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-06,0.0
398,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-07,0.06
399,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-08,0.0
400,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-09,0.3
401,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-10,1.13
402,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-11,0.48
403,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2007-12,1.3
404,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-01,5.84
405,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-02,1.98
406,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-03,0.21
407,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-04,0.02
408,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-05,0.0
409,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-07,0.0
410,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-08,0.01
411,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-09,0.0
412,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-10,0.42
413,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-11,1.45
414,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2008-12,1.7
415,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-01,1.0
416,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-02,4.97
417,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-03,1.56
418,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-04,0.21
419,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-05,0.06
420,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-06,0.05
421,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-07,0.0
422,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-08,0.03
423,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-09,0.22
424,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-10,2.1
425,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2009-12,1.67
426,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2010-01,4.84
427,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2010-04,2.62
428,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2010-05,0.74
429,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2010-06,0.0
430,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2010-07,0.0
431,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2010-08,0.0
432,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2010-09,0.0
433,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2010-10,0.39
434,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2010-11,1.63
435,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2010-12,3.48
436,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-01,1.08
437,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-02,2.7
438,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-03,4.1
439,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-04,0.13
440,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-05,0.37
441,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-06,1.2
442,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-07,0.0
443,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-08,0.0
444,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-09,0.0
445,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-10,1.0
446,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-11,0.61
447,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2011-12,0.16
448,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-01,1.04
449,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-02,0.57
450,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-03,1.98
451,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-04,1.68
452,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-05,0.0
453,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-06,0.08
454,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-07,0.0
455,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-08,0.0
456,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-09,0.0
457,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-10,0.69
458,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-11,2.8
459,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2012-12,4.27
460,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-01,0.3
461,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-02,0.42
462,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-03,0.8
463,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-04,0.27
464,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-05,0.01
465,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-06,0.03
466,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-07,0.0
467,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-08,0.0
468,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-09,0.5
469,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-10,0.01
470,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-11,0.59
471,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2013-12,0.16
472,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-01,0.09
473,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-02,2.77
474,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-03,1.49
475,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-04,0.86
476,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-05,0.0
477,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-06,0.01
478,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-07,0.0
479,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-08,0.0
480,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-09,0.41
481,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-10,0.26
482,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-11,1.2
483,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2014-12,8.54
484,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-01,0.0
485,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-02,2.45
486,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-03,0.16
487,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-04,0.88
488,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-05,0.64
489,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-06,0.11
490,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-07,0.0
491,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-08,0.01
492,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-09,0.01
493,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-10,0.06
494,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-11,2.43
495,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2015-12,1.93
496,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-01,3.58
497,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-02,0.38
498,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-03,3.26
499,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-04,1.41
500,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-05,0.13
501,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-06,0.0
502,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-07,0.0
503,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-08,0.0
504,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-09,0.0
505,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-10,1.69
506,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-11,1.4
507,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2016-12,1.48
508,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-01,5.41
509,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-02,5.22
510,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-03,1.61
511,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-04,1.33
512,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-05,0.0
513,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-06,0.02
514,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-07,0.0
515,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-08,0.0
516,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-09,0.06
517,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-10,0.15
518,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-11,1.72
519,USW00023244,"MOFFETT FEDERAL AIRFIELD, CA US",37.40583,-122.04806,11.9,2017-12,0.08
520,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-01,0.11
521,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-02,0.77
522,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-03,0.06
523,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-04,0.52
524,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-05,0.0
525,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-06,0.0
526,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-07,0.0
527,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-08,0.0
528,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-09,0.16
529,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-10,0.09
530,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-11,1.21
531,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2007-12,0.16
532,USW00003179,"CHINO AIRPORT, CA US",33.97528,-117.63611000000002,198.1,2008-01,2.16
